"Column Name","Label"
"S1702_C01_048MA","Annotation of Margin of Error!!All families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C01_049E","Estimate!!All families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C01_049M","Margin of Error!!All families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C01_049MA","Annotation of Margin of Error!!All families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C01_049EA","Annotation of Estimate!!All families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C01_050E","Estimate!!All families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C01_050M","Margin of Error!!All families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C01_050MA","Annotation of Margin of Error!!All families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C01_050EA","Annotation of Estimate!!All families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C02_001E","Estimate!!All families!!Percent below poverty level!!Families"
"S1702_C02_001M","Margin of Error!!All families!!Percent below poverty level MOE!!Families"
"S1702_C02_001MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families"
"S1702_C02_001EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families"
"S1702_C02_002E","Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years"
"S1702_C02_002EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years"
"S1702_C02_002M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years"
"S1702_C02_002MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years"
"S1702_C02_003E","Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C02_003M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C02_003MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C02_003EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C02_004E","Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C02_004EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C02_004M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C02_004MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C02_005E","Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C02_005EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C02_005M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C02_005MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C02_006E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C02_006EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C02_006M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C02_006MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C02_007E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C02_007EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C02_007M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C02_007MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C02_008E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C02_008M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C02_008MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C02_008EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C02_009E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C02_009EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C02_009M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C02_009MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C02_010E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C02_010M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C02_010MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C02_010EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C02_011E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C02_011M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C02_011MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C02_011EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C02_012E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C02_012EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C02_012M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C02_012MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C02_013E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C02_013M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C02_013MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C02_013EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C02_014E","Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C02_014M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C02_014MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C02_014EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C02_015E","Estimate!!All families!!Percent below poverty level!!Families!!Householder worked"
"S1702_C02_015EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!Householder worked"
"S1702_C02_015M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Householder worked"
"S1702_C02_015MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Householder worked"
"S1702_C02_016E","Estimate!!All families!!Percent below poverty level!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C02_016EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C02_016M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C02_016MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C02_017E","Estimate!!All families!!Percent below poverty level!!Families!!Householder 65 years and over"
"S1702_C02_017EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!Householder 65 years and over"
"S1702_C02_017M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Householder 65 years and over"
"S1702_C02_017MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Householder 65 years and over"
"S1702_C02_018E","Estimate!!All families!!Percent below poverty level!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C02_018EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C02_018M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C02_018MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C02_019E","Estimate!!All families!!Percent below poverty level!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C02_019EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C02_019M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C02_019MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C02_020E","Estimate!!All families!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C02_020M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C02_020MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C02_020EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C02_021E","Estimate!!All families!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C02_021EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C02_021M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C02_021MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C02_022E","Estimate!!All families!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C02_022EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
